title,body,rating,clean_title,clean_body,review_text,title_cleaned,body_cleaned,title_tokens,body_tokens,language,mixed_language,transliteration
Good smart budget phone under 10000.,My review after receiving mobile..Dont think that samsung phones are hang every time.. the thing is how you dealing with the phone is matters with any brand...Rear/ selfi Camera - awesome performance (daylight conditon) 4.5/5Battery - 4/5Display- 4/5And unexpected features comes within it in this price range bcz it comes with android 11 latest version...90hz refresh rate👍working good.Side fingureprint sensor - fastIt support dual volte network...Awesome productThank you samsung for this monster reloaded smart phone...Don't worry guys go for it...,4,good smart budget phone under 10000,my review after receiving mobile dont think that samsung phones are hang every time the thing is how you dealing with the phone is matters with any brand rear selfi camera awesome performance daylight conditon 4 5 5battery 4 5display 4 5and unexpected features comes within it in this price range bcz it comes with android 11 latest version 90hz refresh rate working good side fingureprint sensor fastit support dual volte network awesome productthank you samsung for this monster reloaded smart phone don t worry guys go for it,good smart budget phone under 10000 my review after receiving mobile dont think that samsung phones are hang every time the thing is how you dealing with the phone is matters with any brand rear selfi camera awesome performance daylight conditon 4 5 5battery 4 5display 4 5and unexpected features comes within it in this price range bcz it comes with android 11 latest version 90hz refresh rate working good side fingureprint sensor fastit support dual volte network awesome productthank you samsung for this monster reloaded smart phone don t worry guys go for it,good smart budget phone under 10000,my review after receiving mobile dont think that samsung phones are hang every time the thing is how you dealing with the phone is matters with any brand rear selfi camera awesome performance daylight conditon 4 5 5battery 4 5display 4 5and unexpected features comes within it in this price range bcz it comes with android 11 latest version 90hz refresh rate working good side fingureprint sensor fastit support dual volte network awesome productthank you samsung for this monster reloaded smart phone don t worry guys go for it,"['good', 'smart', 'budget', 'phone', 'under', '10000']","['my', 'review', 'after', 'receiving', 'mobile', 'dont', 'think', 'that', 'samsung', 'phones', 'are', 'hang', 'every', 'time', 'the', 'thing', 'is', 'how', 'you', 'dealing', 'with', 'the', 'phone', 'is', 'matters', 'with', 'any', 'brand', 'rear', 'selfi', 'camera', 'awesome', 'performance', 'daylight', 'conditon', '4', '5', '5battery', '4', '5display', '4', '5and', 'unexpected', 'features', 'comes', 'within', 'it', 'in', 'this', 'price', 'range', 'bcz', 'it', 'comes', 'with', 'android', '11', 'latest', 'version', '90hz', 'refresh', 'rate', 'working', 'good', 'side', 'fingureprint', 'sensor', 'fastit', 'support', 'dual', 'volte', 'network', 'awesome', 'productthank', 'you', 'samsung', 'for', 'this', 'monster', 'reloaded', 'smart', 'phone', 'don', 't', 'worry', 'guys', 'go', 'for', 'it']",en,Single,No
Great option for general long term use,"A great device (on the heavy side) for general usage.Ordered for mom who uses WhatsApp, Facebook, YouTube. Battery lasts for at least 2 days easily.The camera quality is good enough for this price range and good to see the latest Android 11 onboard. 4 years of updates makes it worth the investment for long term usage.",5,great option for general long term use,a great device on the heavy side for general usage ordered for mom who uses whatsapp facebook youtube battery lasts for at least 2 days easily the camera quality is good enough for this price range and good to see the latest android 11 onboard 4 years of updates makes it worth the investment for long term usage,great option for general long term use a great device on the heavy side for general usage ordered for mom who uses whatsapp facebook youtube battery lasts for at least 2 days easily the camera quality is good enough for this price range and good to see the latest android 11 onboard 4 years of updates makes it worth the investment for long term usage,great option for general long term use,a great device on the heavy side for general usage ordered for mom who uses whatsapp facebook youtube battery lasts for at least 2 days easily the camera quality is good enough for this price range and good to see the latest android 11 onboard 4 years of updates makes it worth the investment for long term usage,"['great', 'option', 'for', 'general', 'long', 'term', 'use']","['a', 'great', 'device', 'on', 'the', 'heavy', 'side', 'for', 'general', 'usage', 'ordered', 'for', 'mom', 'who', 'uses', 'whatsapp', 'facebook', 'youtube', 'battery', 'lasts', 'for', 'at', 'least', '2', 'days', 'easily', 'the', 'camera', 'quality', 'is', 'good', 'enough', 'for', 'this', 'price', 'range', 'and', 'good', 'to', 'see', 'the', 'latest', 'android', '11', 'onboard', '4', 'years', 'of', 'updates', 'makes', 'it', 'worth', 'the', 'investment', 'for', 'long', 'term', 'usage']",en,Single,No
Average phone considering price range,"Average phone considering price range.1. Camera quality: average, no slow motion or time lapse feature available, no zoom when using 48mp. Front camera, below average. Sometimes I take a photo that doesn't get stored, quite annoying.2. Weight: quite heavy, you feel the difference when you take some other phone in your hand.3. screen type: lcd not led or amoled4. Batter life: looks good with normal usage.5. Phone body: back panel looks like of plastic, it would have been better if matelic had been used.6: user interface: sometimes very hard to do something, like taking a screenshot. Could have been given some better option to do that. Also, I use night model, where it gets better into grayscale in night, I can't customize some options like what apps and what type of do not disturb I want, also if had turn it off in some urgent cases I have to go back into settings and then disable it. Not an easy option provided.Face recognition: not fast and accurate.",3,average phone considering price range,average phone considering price range 1 camera quality average no slow motion or time lapse feature available no zoom when using 48mp front camera below average sometimes i take a photo that doesn t get stored quite annoying 2 weight quite heavy you feel the difference when you take some other phone in your hand 3 screen type lcd not led or amoled4 batter life looks good with normal usage 5 phone body back panel looks like of plastic it would have been better if matelic had been used 6 user interface sometimes very hard to do something like taking a screenshot could have been given some better option to do that also i use night model where it gets better into grayscale in night i can t customize some options like what apps and what type of do not disturb i want also if had turn it off in some urgent cases i have to go back into settings and then disable it not an easy option provided face recognition not fast and accurate,average phone considering price range average phone considering price range 1 camera quality average no slow motion or time lapse feature available no zoom when using 48mp front camera below average sometimes i take a photo that doesn t get stored quite annoying 2 weight quite heavy you feel the difference when you take some other phone in your hand 3 screen type lcd not led or amoled4 batter life looks good with normal usage 5 phone body back panel looks like of plastic it would have been better if matelic had been used 6 user interface sometimes very hard to do something like taking a screenshot could have been given some better option to do that also i use night model where it gets better into grayscale in night i can t customize some options like what apps and what type of do not disturb i want also if had turn it off in some urgent cases i have to go back into settings and then disable it not an easy option provided face recognition not fast and accurate,average phone considering price range,average phone considering price range 1 camera quality average no slow motion or time lapse feature available no zoom when using 48mp front camera below average sometimes i take a photo that doesn t get stored quite annoying 2 weight quite heavy you feel the difference when you take some other phone in your hand 3 screen type lcd not led or amoled4 batter life looks good with normal usage 5 phone body back panel looks like of plastic it would have been better if matelic had been used 6 user interface sometimes very hard to do something like taking a screenshot could have been given some better option to do that also i use night model where it gets better into grayscale in night i can t customize some options like what apps and what type of do not disturb i want also if had turn it off in some urgent cases i have to go back into settings and then disable it not an easy option provided face recognition not fast and accurate,"['average', 'phone', 'considering', 'price', 'range']","['average', 'phone', 'considering', 'price', 'range', '1', 'camera', 'quality', 'average', 'no', 'slow', 'motion', 'or', 'time', 'lapse', 'feature', 'available', 'no', 'zoom', 'when', 'using', '48mp', 'front', 'camera', 'below', 'average', 'sometimes', 'i', 'take', 'a', 'photo', 'that', 'doesn', 't', 'get', 'stored', 'quite', 'annoying', '2', 'weight', 'quite', 'heavy', 'you', 'feel', 'the', 'difference', 'when', 'you', 'take', 'some', 'other', 'phone', 'in', 'your', 'hand', '3', 'screen', 'type', 'lcd', 'not', 'led', 'or', 'amoled4', 'batter', 'life', 'looks', 'good', 'with', 'normal', 'usage', '5', 'phone', 'body', 'back', 'panel', 'looks', 'like', 'of', 'plastic', 'it', 'would', 'have', 'been', 'better', 'if', 'matelic', 'had', 'been', 'used', '6', 'user', 'interface', 'sometimes', 'very', 'hard', 'to', 'do', 'something', 'like', 'taking', 'a', 'screenshot', 'could', 'have', 'been', 'given', 'some', 'better', 'option', 'to', 'do', 'that', 'also', 'i', 'use', 'night', 'model', 'where', 'it', 'gets', 'better', 'into', 'grayscale', 'in', 'night', 'i', 'can', 't', 'customize', 'some', 'options', 'like', 'what', 'apps', 'and', 'what', 'type', 'of', 'do', 'not', 'disturb', 'i', 'want', 'also', 'if', 'had', 'turn', 'it', 'off', 'in', 'some', 'urgent', 'cases', 'i', 'have', 'to', 'go', 'back', 'into', 'settings', 'and', 'then', 'disable', 'it', 'not', 'an', 'easy', 'option', 'provided', 'face', 'recognition', 'not', 'fast', 'and', 'accurate']",en,Single,No
Solid Battery Backup,"I was looking for solid battery backup phone.. and I found one. M12 is awesome in battery backup,  display is great. Finger print sensor is flawless..Overall a good second phone for my needs..This is going to be a great,Samsung budget phone..I had one incident too , I slipped the phone in a bucket full of water,  I took it out immediately and its working fine...",5,solid battery backup,i was looking for solid battery backup phone and i found one m12 is awesome in battery backup display is great finger print sensor is flawless overall a good second phone for my needs this is going to be a great samsung budget phone i had one incident too i slipped the phone in a bucket full of water i took it out immediately and its working fine,solid battery backup i was looking for solid battery backup phone and i found one m12 is awesome in battery backup display is great finger print sensor is flawless overall a good second phone for my needs this is going to be a great samsung budget phone i had one incident too i slipped the phone in a bucket full of water i took it out immediately and its working fine,solid battery backup,i was looking for solid battery backup phone and i found one m12 is awesome in battery backup display is great finger print sensor is flawless overall a good second phone for my needs this is going to be a great samsung budget phone i had one incident too i slipped the phone in a bucket full of water i took it out immediately and its working fine,"['solid', 'battery', 'backup']","['i', 'was', 'looking', 'for', 'solid', 'battery', 'backup', 'phone', 'and', 'i', 'found', 'one', 'm12', 'is', 'awesome', 'in', 'battery', 'backup', 'display', 'is', 'great', 'finger', 'print', 'sensor', 'is', 'flawless', 'overall', 'a', 'good', 'second', 'phone', 'for', 'my', 'needs', 'this', 'is', 'going', 'to', 'be', 'a', 'great', 'samsung', 'budget', 'phone', 'i', 'had', 'one', 'incident', 'too', 'i', 'slipped', 'the', 'phone', 'in', 'a', 'bucket', 'full', 'of', 'water', 'i', 'took', 'it', 'out', 'immediately', 'and', 'its', 'working', 'fine']",en,Single,No
Ok product,Overall 3star.. very bulky and a slightly heavier phone. Could work on the bulk and weight of the phone. After a few updates the phone slows down. Samsung needs to work on the performance of the phone. I have been using the phone for 2 months now (6gb ram 128gm rom) and I feel that the performance has slowed in just 2 months. At times there is lag and the phone screen stops responding completely. The pages get stuck and the screen touch also gets weird.Problem areas to sum up1) heavy 2) bulky 3) touch screen is not that great4) slowness of the phoneGood things1) battery life (as of now) 2) camera 3) finger print reader 4) ok phone for basic usage,3,ok product,overall 3star very bulky and a slightly heavier phone could work on the bulk and weight of the phone after a few updates the phone slows down samsung needs to work on the performance of the phone i have been using the phone for 2 months now 6gb ram 128gm rom and i feel that the performance has slowed in just 2 months at times there is lag and the phone screen stops responding completely the pages get stuck and the screen touch also gets weird problem areas to sum up1 heavy 2 bulky 3 touch screen is not that great4 slowness of the phonegood things1 battery life as of now 2 camera 3 finger print reader 4 ok phone for basic usage,ok product overall 3star very bulky and a slightly heavier phone could work on the bulk and weight of the phone after a few updates the phone slows down samsung needs to work on the performance of the phone i have been using the phone for 2 months now 6gb ram 128gm rom and i feel that the performance has slowed in just 2 months at times there is lag and the phone screen stops responding completely the pages get stuck and the screen touch also gets weird problem areas to sum up1 heavy 2 bulky 3 touch screen is not that great4 slowness of the phonegood things1 battery life as of now 2 camera 3 finger print reader 4 ok phone for basic usage,ok product,overall 3star very bulky and a slightly heavier phone could work on the bulk and weight of the phone after a few updates the phone slows down samsung needs to work on the performance of the phone i have been using the phone for 2 months now 6gb ram 128gm rom and i feel that the performance has slowed in just 2 months at times there is lag and the phone screen stops responding completely the pages get stuck and the screen touch also gets weird problem areas to sum up1 heavy 2 bulky 3 touch screen is not that great4 slowness of the phonegood things1 battery life as of now 2 camera 3 finger print reader 4 ok phone for basic usage,"['ok', 'product']","['overall', '3star', 'very', 'bulky', 'and', 'a', 'slightly', 'heavier', 'phone', 'could', 'work', 'on', 'the', 'bulk', 'and', 'weight', 'of', 'the', 'phone', 'after', 'a', 'few', 'updates', 'the', 'phone', 'slows', 'down', 'samsung', 'needs', 'to', 'work', 'on', 'the', 'performance', 'of', 'the', 'phone', 'i', 'have', 'been', 'using', 'the', 'phone', 'for', '2', 'months', 'now', '6gb', 'ram', '128gm', 'rom', 'and', 'i', 'feel', 'that', 'the', 'performance', 'has', 'slowed', 'in', 'just', '2', 'months', 'at', 'times', 'there', 'is', 'lag', 'and', 'the', 'phone', 'screen', 'stops', 'responding', 'completely', 'the', 'pages', 'get', 'stuck', 'and', 'the', 'screen', 'touch', 'also', 'gets', 'weird', 'problem', 'areas', 'to', 'sum', 'up1', 'heavy', '2', 'bulky', '3', 'touch', 'screen', 'is', 'not', 'that', 'great4', 'slowness', 'of', 'the', 'phonegood', 'things1', 'battery', 'life', 'as', 'of', 'now', '2', 'camera', '3', 'finger', 'print', 'reader', '4', 'ok', 'phone', 'for', 'basic', 'usage']",en,Single,No
Overall a very good phone at the price,The overall look of the phone is good.The features available at this pricing is excellentThe camera quailty is a bit disappointing specially the front camera.There are very few button option and many are missing which is available in the button menuLot of features are also missing in camera.Battery life is very very good listening to music watching movies and day long games .Overall a good phone at the given price rangeHappy to be a SAMSUNG mobile Fan,5,overall a very good phone at the price,the overall look of the phone is good the features available at this pricing is excellentthe camera quailty is a bit disappointing specially the front camera there are very few button option and many are missing which is available in the button menulot of features are also missing in camera battery life is very very good listening to music watching movies and day long games overall a good phone at the given price rangehappy to be a samsung mobile fan,overall a very good phone at the price the overall look of the phone is good the features available at this pricing is excellentthe camera quailty is a bit disappointing specially the front camera there are very few button option and many are missing which is available in the button menulot of features are also missing in camera battery life is very very good listening to music watching movies and day long games overall a good phone at the given price rangehappy to be a samsung mobile fan,overall a very good phone at the price,the overall look of the phone is good the features available at this pricing is excellentthe camera quailty is a bit disappointing specially the front camera there are very few button option and many are missing which is available in the button menulot of features are also missing in camera battery life is very very good listening to music watching movies and day long games overall a good phone at the given price rangehappy to be a samsung mobile fan,"['overall', 'a', 'very', 'good', 'phone', 'at', 'the', 'price']","['the', 'overall', 'look', 'of', 'the', 'phone', 'is', 'good', 'the', 'features', 'available', 'at', 'this', 'pricing', 'is', 'excellentthe', 'camera', 'quailty', 'is', 'a', 'bit', 'disappointing', 'specially', 'the', 'front', 'camera', 'there', 'are', 'very', 'few', 'button', 'option', 'and', 'many', 'are', 'missing', 'which', 'is', 'available', 'in', 'the', 'button', 'menulot', 'of', 'features', 'are', 'also', 'missing', 'in', 'camera', 'battery', 'life', 'is', 'very', 'very', 'good', 'listening', 'to', 'music', 'watching', 'movies', 'and', 'day', 'long', 'games', 'overall', 'a', 'good', 'phone', 'at', 'the', 'given', 'price', 'rangehappy', 'to', 'be', 'a', 'samsung', 'mobile', 'fan']",en,Single,No
Very Nice phone,"I purchased it for the 6GB+128GB combination. Though knowing that the processor capacity could be less. But it is indeed a surprise. 6 GB RAM effect is clearly visible apps launch too fast, scrolling too smooth.Have been using it only for 3 days .. but initial feedback is quite good.I should also mention Delivery - superb!. I ordered at night 11pm. next day 11am the phone was with me. Truly.. Kudos to Amazon team - suppliers, delivery and all combined. it is lightning fast.. and really nice.",5,very nice phone,i purchased it for the 6gb 128gb combination though knowing that the processor capacity could be less but it is indeed a surprise 6 gb ram effect is clearly visible apps launch too fast scrolling too smooth have been using it only for 3 days but initial feedback is quite good i should also mention delivery superb i ordered at night 11pm next day 11am the phone was with me truly kudos to amazon team suppliers delivery and all combined it is lightning fast and really nice,very nice phone i purchased it for the 6gb 128gb combination though knowing that the processor capacity could be less but it is indeed a surprise 6 gb ram effect is clearly visible apps launch too fast scrolling too smooth have been using it only for 3 days but initial feedback is quite good i should also mention delivery superb i ordered at night 11pm next day 11am the phone was with me truly kudos to amazon team suppliers delivery and all combined it is lightning fast and really nice,very nice phone,i purchased it for the 6gb 128gb combination though knowing that the processor capacity could be less but it is indeed a surprise 6 gb ram effect is clearly visible apps launch too fast scrolling too smooth have been using it only for 3 days but initial feedback is quite good i should also mention delivery superb i ordered at night 11pm next day 11am the phone was with me truly kudos to amazon team suppliers delivery and all combined it is lightning fast and really nice,"['very', 'nice', 'phone']","['i', 'purchased', 'it', 'for', 'the', '6gb', '128gb', 'combination', 'though', 'knowing', 'that', 'the', 'processor', 'capacity', 'could', 'be', 'less', 'but', 'it', 'is', 'indeed', 'a', 'surprise', '6', 'gb', 'ram', 'effect', 'is', 'clearly', 'visible', 'apps', 'launch', 'too', 'fast', 'scrolling', 'too', 'smooth', 'have', 'been', 'using', 'it', 'only', 'for', '3', 'days', 'but', 'initial', 'feedback', 'is', 'quite', 'good', 'i', 'should', 'also', 'mention', 'delivery', 'superb', 'i', 'ordered', 'at', 'night', '11pm', 'next', 'day', '11am', 'the', 'phone', 'was', 'with', 'me', 'truly', 'kudos', 'to', 'amazon', 'team', 'suppliers', 'delivery', 'and', 'all', 'combined', 'it', 'is', 'lightning', 'fast', 'and', 'really', 'nice']",en,Single,No
Realistic Review,"Greetings, This mobile is a PREMIUM variant in budget/Basic smart phone.The main attraction is the exynos Processor (Samsung flag ship Brand) which offers Pristine call Quality and Great Reception.Who can buy it?A person who is looking for a reliable, Long run,Basic smartphone for what's app /Video calls and Working in remote areas where they get weak signals.Recommend for :Working professionals, Sr.Citizens and Kids(Online classes).Not Recommend for Gamers and who spend most of the day with mobile apps",5,realistic review,greetings this mobile is a premium variant in budget basic smart phone the main attraction is the exynos processor samsung flag ship brand which offers pristine call quality and great reception who can buy it a person who is looking for a reliable long run basic smartphone for what s app video calls and working in remote areas where they get weak signals recommend for working professionals sr citizens and kids online classes not recommend for gamers and who spend most of the day with mobile apps,realistic review greetings this mobile is a premium variant in budget basic smart phone the main attraction is the exynos processor samsung flag ship brand which offers pristine call quality and great reception who can buy it a person who is looking for a reliable long run basic smartphone for what s app video calls and working in remote areas where they get weak signals recommend for working professionals sr citizens and kids online classes not recommend for gamers and who spend most of the day with mobile apps,realistic review,greetings this mobile is a premium variant in budget basic smart phone the main attraction is the exynos processor samsung flag ship brand which offers pristine call quality and great reception who can buy it a person who is looking for a reliable long run basic smartphone for what s app video calls and working in remote areas where they get weak signals recommend for working professionals sr citizens and kids online classes not recommend for gamers and who spend most of the day with mobile apps,"['realistic', 'review']","['greetings', 'this', 'mobile', 'is', 'a', 'premium', 'variant', 'in', 'budget', 'basic', 'smart', 'phone', 'the', 'main', 'attraction', 'is', 'the', 'exynos', 'processor', 'samsung', 'flag', 'ship', 'brand', 'which', 'offers', 'pristine', 'call', 'quality', 'and', 'great', 'reception', 'who', 'can', 'buy', 'it', 'a', 'person', 'who', 'is', 'looking', 'for', 'a', 'reliable', 'long', 'run', 'basic', 'smartphone', 'for', 'what', 's', 'app', 'video', 'calls', 'and', 'working', 'in', 'remote', 'areas', 'where', 'they', 'get', 'weak', 'signals', 'recommend', 'for', 'working', 'professionals', 'sr', 'citizens', 'and', 'kids', 'online', 'classes', 'not', 'recommend', 'for', 'gamers', 'and', 'who', 'spend', 'most', 'of', 'the', 'day', 'with', 'mobile', 'apps']",en,Single,No
New to exynos chipset..but experience is fantastic,"Iam not a gaming user...so first of all this review is only for normal users...1.Very importantly  the battery stands so strong from its competitors.2.Display though lcd HD+, is so good from all viewing angles.3. I just love the side mounted fingerprint and power button but may be difficult  for some new smartphone users4.camera though  not great, at this price point it stands stronger than  its competitors with all four cameras5.colour variants of phone can be even more optional for users (as of now only three courses two usual colors and one slightly different colors.6.speaker is usual loud but not so great since it's competitors atleast gives surround speakers at this price point. But clarity of sound is great,but bass lovers wouldn't  love these speakers.7.Actually the expectation  and reality  of Samsung  exynos processor  changed my opinion  on their processor...it was great 👍...u will definitely  love it...8. One UI stands apart from all its competitors(especially mi ui ads on mi phones)It was my own experience and review with the phone...If iam wrong at any points peoples can comment me with correct ones so that users buy a better smartphone...Tq",4,new to exynos chipset but experience is fantastic,iam not a gaming user so first of all this review is only for normal users 1 very importantly the battery stands so strong from its competitors 2 display though lcd hd is so good from all viewing angles 3 i just love the side mounted fingerprint and power button but may be difficult for some new smartphone users4 camera though not great at this price point it stands stronger than its competitors with all four cameras5 colour variants of phone can be even more optional for users as of now only three courses two usual colors and one slightly different colors 6 speaker is usual loud but not so great since it s competitors atleast gives surround speakers at this price point but clarity of sound is great but bass lovers wouldn t love these speakers 7 actually the expectation and reality of samsung exynos processor changed my opinion on their processor it was great u will definitely love it 8 one ui stands apart from all its competitors especially mi ui ads on mi phones it was my own experience and review with the phone if iam wrong at any points peoples can comment me with correct ones so that users buy a better smartphone tq,new to exynos chipset but experience is fantastic iam not a gaming user so first of all this review is only for normal users 1 very importantly the battery stands so strong from its competitors 2 display though lcd hd is so good from all viewing angles 3 i just love the side mounted fingerprint and power button but may be difficult for some new smartphone users4 camera though not great at this price point it stands stronger than its competitors with all four cameras5 colour variants of phone can be even more optional for users as of now only three courses two usual colors and one slightly different colors 6 speaker is usual loud but not so great since it s competitors atleast gives surround speakers at this price point but clarity of sound is great but bass lovers wouldn t love these speakers 7 actually the expectation and reality of samsung exynos processor changed my opinion on their processor it was great u will definitely love it 8 one ui stands apart from all its competitors especially mi ui ads on mi phones it was my own experience and review with the phone if iam wrong at any points peoples can comment me with correct ones so that users buy a better smartphone tq,new to exynos chipset but experience is fantastic,iam not a gaming user so first of all this review is only for normal users 1 very importantly the battery stands so strong from its competitors 2 display though lcd hd is so good from all viewing angles 3 i just love the side mounted fingerprint and power button but may be difficult for some new smartphone users4 camera though not great at this price point it stands stronger than its competitors with all four cameras5 colour variants of phone can be even more optional for users as of now only three courses two usual colors and one slightly different colors 6 speaker is usual loud but not so great since it s competitors atleast gives surround speakers at this price point but clarity of sound is great but bass lovers wouldn t love these speakers 7 actually the expectation and reality of samsung exynos processor changed my opinion on their processor it was great u will definitely love it 8 one ui stands apart from all its competitors especially mi ui ads on mi phones it was my own experience and review with the phone if iam wrong at any points peoples can comment me with correct ones so that users buy a better smartphone tq,"['new', 'to', 'exynos', 'chipset', 'but', 'experience', 'is', 'fantastic']","['iam', 'not', 'a', 'gaming', 'user', 'so', 'first', 'of', 'all', 'this', 'review', 'is', 'only', 'for', 'normal', 'users', '1', 'very', 'importantly', 'the', 'battery', 'stands', 'so', 'strong', 'from', 'its', 'competitors', '2', 'display', 'though', 'lcd', 'hd', 'is', 'so', 'good', 'from', 'all', 'viewing', 'angles', '3', 'i', 'just', 'love', 'the', 'side', 'mounted', 'fingerprint', 'and', 'power', 'button', 'but', 'may', 'be', 'difficult', 'for', 'some', 'new', 'smartphone', 'users4', 'camera', 'though', 'not', 'great', 'at', 'this', 'price', 'point', 'it', 'stands', 'stronger', 'than', 'its', 'competitors', 'with', 'all', 'four', 'cameras5', 'colour', 'variants', 'of', 'phone', 'can', 'be', 'even', 'more', 'optional', 'for', 'users', 'as', 'of', 'now', 'only', 'three', 'courses', 'two', 'usual', 'colors', 'and', 'one', 'slightly', 'different', 'colors', '6', 'speaker', 'is', 'usual', 'loud', 'but', 'not', 'so', 'great', 'since', 'it', 's', 'competitors', 'atleast', 'gives', 'surround', 'speakers', 'at', 'this', 'price', 'point', 'but', 'clarity', 'of', 'sound', 'is', 'great', 'but', 'bass', 'lovers', 'wouldn', 't', 'love', 'these', 'speakers', '7', 'actually', 'the', 'expectation', 'and', 'reality', 'of', 'samsung', 'exynos', 'processor', 'changed', 'my', 'opinion', 'on', 'their', 'processor', 'it', 'was', 'great', 'u', 'will', 'definitely', 'love', 'it', '8', 'one', 'ui', 'stands', 'apart', 'from', 'all', 'its', 'competitors', 'especially', 'mi', 'ui', 'ads', 'on', 'mi', 'phones', 'it', 'was', 'my', 'own', 'experience', 'and', 'review', 'with', 'the', 'phone', 'if', 'iam', 'wrong', 'at', 'any', 'points', 'peoples', 'can', 'comment', 'me', 'with', 'correct', 'ones', 'so', 'that', 'users', 'buy', 'a', 'better', 'smartphone', 'tq']",en,Single,No
"Battery backup very good,","Battery backup very good. Some features are very helpful, that is tap to wake up & screen off, eye comfort shield, dark mode, Dolby atmos. Transfer massages, contacts, settings, notes, app data are very easy from my old Samsung phone. Overall experience very good.",5,battery backup very good,battery backup very good some features are very helpful that is tap to wake up screen off eye comfort shield dark mode dolby atmos transfer massages contacts settings notes app data are very easy from my old samsung phone overall experience very good,battery backup very good battery backup very good some features are very helpful that is tap to wake up screen off eye comfort shield dark mode dolby atmos transfer massages contacts settings notes app data are very easy from my old samsung phone overall experience very good,battery backup very good,battery backup very good some features are very helpful that is tap to wake up screen off eye comfort shield dark mode dolby atmos transfer massages contacts settings notes app data are very easy from my old samsung phone overall experience very good,"['battery', 'backup', 'very', 'good']","['battery', 'backup', 'very', 'good', 'some', 'features', 'are', 'very', 'helpful', 'that', 'is', 'tap', 'to', 'wake', 'up', 'screen', 'off', 'eye', 'comfort', 'shield', 'dark', 'mode', 'dolby', 'atmos', 'transfer', 'massages', 'contacts', 'settings', 'notes', 'app', 'data', 'are', 'very', 'easy', 'from', 'my', 'old', 'samsung', 'phone', 'overall', 'experience', 'very', 'good']",en,Single,No
"Latest Android 11 device, as expected in all respects.","Good quality Samsung phone for general use (6gb ram/128gb). Android 11 out of the box, which is important for security and software compliance/updates for a londer time. Good camera. Excellent battery life (2.5- 3 days with non gaming, sparse content viewing). Better than cheap chinese wannabes in quality and comes with Samsung reliability amd latest Android 11, even though it may be nominally behind in a specification or two..",4,latest android 11 device as expected in all respects,good quality samsung phone for general use 6gb ram 128gb android 11 out of the box which is important for security and software compliance updates for a londer time good camera excellent battery life 2 5 3 days with non gaming sparse content viewing better than cheap chinese wannabes in quality and comes with samsung reliability amd latest android 11 even though it may be nominally behind in a specification or two,latest android 11 device as expected in all respects good quality samsung phone for general use 6gb ram 128gb android 11 out of the box which is important for security and software compliance updates for a londer time good camera excellent battery life 2 5 3 days with non gaming sparse content viewing better than cheap chinese wannabes in quality and comes with samsung reliability amd latest android 11 even though it may be nominally behind in a specification or two,latest android 11 device as expected in all respects,good quality samsung phone for general use 6gb ram 128gb android 11 out of the box which is important for security and software compliance updates for a londer time good camera excellent battery life 2 5 3 days with non gaming sparse content viewing better than cheap chinese wannabes in quality and comes with samsung reliability amd latest android 11 even though it may be nominally behind in a specification or two,"['latest', 'android', '11', 'device', 'as', 'expected', 'in', 'all', 'respects']","['good', 'quality', 'samsung', 'phone', 'for', 'general', 'use', '6gb', 'ram', '128gb', 'android', '11', 'out', 'of', 'the', 'box', 'which', 'is', 'important', 'for', 'security', 'and', 'software', 'compliance', 'updates', 'for', 'a', 'londer', 'time', 'good', 'camera', 'excellent', 'battery', 'life', '2', '5', '3', 'days', 'with', 'non', 'gaming', 'sparse', 'content', 'viewing', 'better', 'than', 'cheap', 'chinese', 'wannabes', 'in', 'quality', 'and', 'comes', 'with', 'samsung', 'reliability', 'amd', 'latest', 'android', '11', 'even', 'though', 'it', 'may', 'be', 'nominally', 'behind', 'in', 'a', 'specification', 'or', 'two']",en,Single,No
